CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C4497,184,0.21,1157,49,spaghetti>eggs
C4498,65,0.13,1772,36,burgers>pancakes
C4499,98,0.25,1091,24,yams
C4500,163,0.17,1622,37,milk
C4501,241,0.08,1274,55,grated cheese>spaghetti>butter
C4502,167,0.15,894,59,muffins>eggs>pancakes
C4503,240,0.22,958,45,herb & pepper
C4504,152,0.01,1352,58,escalope
C4505,235,0.21,1685,25,french fries
C4506,119,0.14,858,29,eggs>honey
C4507,75,0.08,585,57,tomatoes>chocolate
C4508,74,0.17,736,23,frozen vegetables>milk>bug spray>escalope
C4509,57,0.15,1042,40,candy bars
C4510,55,0.09,1452,41,escalope
C4511,222,0.13,2332,58,mineral water>frozen smoothie>strawberries>green tea
C4512,112,0.15,500,43,chocolate>frozen vegetables>pancakes>champagne
C4513,72,0.14,1534,33,cookies
C4514,126,0.21,2462,34,pepper>mineral water
C4515,83,0.13,1267,47,spaghetti>avocado>honey>clothes accessories
C4516,236,0.21,1824,43,turkey>frozen vegetables>spaghetti>mineral water>chocolate>vegetables mix>frozen smoothie
C4517,141,0.07,2295,32,spaghetti>mineral water
C4518,160,0.08,590,24,champagne
C4519,243,0.21,1097,38,spaghetti>chicken
C4520,87,0.11,950,51,cookies
C4521,179,0.09,991,43,frozen vegetables>spaghetti>mineral water>bacon>whole wheat rice>eggplant>french fries>champagne>escalope>shampoo
C4522,241,0.15,708,41,frozen smoothie>cottage cheese>low fat yogurt
C4523,242,0.08,1432,34,whole wheat pasta>eggs>cake>frozen smoothie>cookies
C4524,115,0.2,1931,46,spaghetti>whole wheat rice>cake>chocolate>cookies
C4525,97,0.09,1565,50,spaghetti
C4526,164,0.08,1741,39,ham>milk>chicken>whole wheat rice>ham>eggplant
C4527,134,0.15,609,43,spaghetti>mineral water>avocado>strawberries
C4528,241,0.13,909,43,fresh tuna
C4529,137,0.04,1532,23,pancakes>yogurt cake
C4530,95,0.17,1348,21,turkey>mineral water>honey>whole wheat rice
C4531,194,0.15,1120,51,fromage blanc>honey>chicken>cereals>french fries>frozen smoothie>light mayo>green tea
C4532,77,0.08,1234,34,eggs
C4533,231,0.08,2070,40,strawberries
C4534,86,0.12,523,54,ground beef>tomato sauce
C4535,220,0.21,897,28,frozen vegetables>avocado>milk>french fries>light mayo
C4536,188,0,1633,35,protein bar
C4537,109,0.23,1208,53,frozen vegetables>tomatoes>fromage blanc>eggs>champagne>frozen smoothie>light mayo
C4538,169,0.02,1146,57,burgers>milk>cereals
C4539,79,0.18,550,25,french fries>shallot
C4540,203,0.13,1739,49,gums
C4541,151,0.09,1270,35,turkey>spaghetti>eggs>honey>french fries>champagne>pancakes>protein bar
C4542,108,0.1,659,48,burgers>vegetables mix>green tea
C4543,62,0.17,2114,52,shrimp>frozen vegetables>tomatoes>strawberries
C4544,129,0.22,2132,21,mineral water>milk>cake>whole weat flour>french fries
C4545,152,0.18,768,21,champagne>cookies
C4546,156,0.01,733,46,frozen vegetables>mineral water>low fat yogurt>green tea
C4547,119,0.04,1684,44,herb & pepper>spaghetti>escalope>mushroom cream sauce>green tea
C4548,198,0.06,1479,23,spaghetti
C4549,96,0.17,767,44,turkey>frozen vegetables>tomatoes>avocado>energy bar>pancakes>light cream>cooking oil>pet food>oatmeal
C4550,118,0.05,1254,27,burgers>tomatoes>soup>french fries>cookies>body spray>green tea
C4551,154,0.12,1356,21,mineral water>milk>cider>chocolate>french fries
C4552,200,0.19,1193,38,burgers>fresh tuna>tomatoes>pepper>spaghetti>french wine>honey>chocolate>green tea
C4553,105,0.01,2306,37,escalope
C4554,114,0.14,1973,49,cereals
C4555,131,0.07,2194,58,gluten free bar
C4556,174,0.02,682,54,spaghetti>gums
C4557,102,0.1,2010,31,ham>spaghetti>hot dogs
C4558,210,0.01,2316,30,burgers>frozen vegetables>chocolate>vegetables mix>rice>frozen smoothie
C4559,240,0.02,1362,29,mineral water>whole wheat rice
C4560,236,0.13,525,58,frozen vegetables>mineral water>pancakes>mushroom cream sauce>mayonnaise
C4561,189,0.08,2374,26,burgers>butter>whole wheat rice>oil>cookies>green tea
C4562,233,0.03,2152,51,eggs>cake
C4563,241,0.24,1048,30,muffins>gums
C4564,52,0.25,2255,45,dessert wine>mineral water>eggs>french fries
C4565,81,0.15,2178,38,turkey>red wine>frozen vegetables>spaghetti>mineral water>milk>olive oil>eggs>cauliflower>low fat yogurt
C4566,213,0.12,586,52,strawberries>melons
C4567,172,0.05,894,45,french fries>hot dogs>body spray>light mayo
C4568,245,0.14,924,58,chocolate>avocado>milk>eggs>cooking oil>strawberries
C4569,122,0.22,1254,33,chocolate>frozen vegetables>tomatoes>spaghetti
C4570,193,0.12,2382,51,burgers>eggs>chocolate>french fries>low fat yogurt>green tea
C4571,60,0.11,1296,34,french fries
C4572,50,0.06,2218,21,cereals
C4573,182,0.07,2126,28,tomatoes>meatballs>butter>muffins>eggs>babies food>low fat yogurt
C4574,206,0.05,1787,33,black tea>muffins
C4575,88,0.09,1943,54,mineral water>honey>low fat yogurt
C4576,79,0.15,1753,42,french fries
C4577,174,0.19,2186,29,chocolate>honey
C4578,213,0.16,1797,27,spaghetti>soup>cake>rice>tomato juice>zucchini
C4579,53,0.07,1495,55,cake>mint green tea
C4580,97,0.1,1923,30,muffins>escalope>white wine>green tea
C4581,78,0.18,1772,40,burgers
C4582,169,0.1,1528,57,shrimp>milk>olive oil>green tea
C4583,154,0.17,1874,47,pancakes
C4584,205,0.01,715,42,energy bar
C4585,67,0.08,1699,40,chocolate
C4586,51,0.22,1445,32,burgers>spaghetti>avocado
C4587,159,0.2,1212,58,olive oil
C4588,174,0.03,2288,36,ground beef>spaghetti>mineral water>eggs>chicken>cereals>french fries>protein bar
C4589,96,0.1,1040,59,muffins>french fries
C4590,123,0.05,2403,59,ham>tomatoes>mineral water>soup>milk>vegetables mix>cake>bramble>frozen smoothie>escalope>hot dogs>cottage cheese>low fat yogurt
C4591,104,0.22,618,45,turkey>fresh tuna>frozen vegetables>tomatoes>parmesan cheese>spaghetti>mineral water>milk>almonds>vegetables mix>nonfat milk>whole wheat rice
C4592,215,0.08,1613,37,frozen vegetables>avocado>milk>almonds>chicken>eggs>whole wheat rice>green beans>frozen smoothie
C4593,134,0.14,996,40,chocolate>ground beef>spaghetti>mineral water>salmon>pancakes>whole wheat rice>green beans
C4594,70,0.02,1485,22,ground beef>spaghetti>honey>extra dark chocolate
C4595,100,0.19,897,55,spaghetti>frozen smoothie>hot dogs>fresh bread
C4596,233,0.05,808,60,green tea>tea
C4597,113,0.09,609,60,french fries
C4598,237,0.09,1121,45,chocolate>grated cheese>cooking oil>escalope
C4599,140,0.24,2087,50,muffins
C4600,214,0.01,2332,59,red wine>chicken>whole wheat rice
C4601,204,0.13,1013,28,grated cheese>eggs
C4602,210,0.07,762,40,muffins
C4603,155,0.03,2112,52,spaghetti>green tea>french fries>shampoo
C4604,200,0.2,1241,31,escalope
C4605,145,0.05,1836,46,champagne>white wine
C4606,150,0.07,2362,42,herb & pepper>frozen vegetables>mineral water>cooking oil>french fries>toothpaste
C4607,219,0.2,821,25,mineral water>ham>frozen smoothie
C4608,207,0.15,1622,57,chocolate>milk>olive oil
C4609,81,0.24,1957,42,avocado>yogurt cake
C4610,134,0.14,1668,54,cake>cooking oil>green tea
C4611,243,0.23,2387,35,burgers>mineral water>milk
C4612,245,0.12,1676,58,pepper>vegetables mix
C4613,121,0.16,655,41,frozen vegetables>spaghetti>butter>pancakes>mint
C4614,163,0.03,714,30,muffins
C4615,133,0.22,1539,53,french fries
C4616,51,0.04,2283,29,cake>french fries
C4617,149,0.17,1069,41,ham>spaghetti>mineral water>french wine>frozen smoothie>cottage cheese
C4618,85,0.19,1300,32,mineral water>french wine>eggs>chocolate
C4619,233,0.04,1476,45,soda
C4620,164,0.13,1811,47,shallot
C4621,205,0.07,1336,32,tomatoes>mineral water
C4622,198,0.2,804,46,cookies
C4623,203,0.08,1822,33,pet food>french fries
C4624,82,0.2,1064,57,grated cheese>milk
C4625,149,0.2,1126,48,meatballs
C4626,168,0.11,1743,40,oil
C4627,167,0.03,1396,56,ham>grated cheese>chocolate>whole wheat rice>yogurt cake>cauliflower
C4628,157,0.17,604,55,frozen vegetables>tomatoes>mineral water>chicken>salmon>muffins>chocolate>green tea
C4629,200,0.12,1927,45,french fries>cookies
C4630,203,0.14,746,47,french fries
C4631,107,0.16,2053,49,ham>mineral water>milk
C4632,213,0.23,744,27,turkey>frozen vegetables>spaghetti>avocado>butter>chicken>whole wheat rice>cake>tomato juice
C4633,92,0.22,668,56,olive oil>salmon>honey
C4634,55,0.1,2225,30,frozen vegetables>ground beef>spaghetti>mineral water>muffins>rice>green beans>french fries>hot dogs
C4635,139,0.19,809,32,burgers>low fat yogurt
C4636,229,0.24,686,42,frozen vegetables>olive oil>tomato juice
C4637,100,0.12,537,20,grated cheese>fromage blanc>cookies
C4638,235,0.21,1741,57,escalope>zucchini
C4639,206,0.09,635,38,mineral water>cereals>antioxydant juice>green tea>french fries>champagne>pancakes
C4640,63,0.01,2089,24,salmon
C4641,112,0.05,2452,59,mineral water>fromage blanc>french fries>body spray>pancakes>energy drink>green tea
C4642,229,0.19,1786,41,burgers>frozen vegetables>ground beef>spaghetti>french wine>frozen smoothie>cottage cheese>brownies
C4643,50,0.02,564,59,grated cheese>spaghetti>mineral water>salmon>whole wheat rice>blueberries>green beans>sandwich>pancakes>shampoo
C4644,202,0.08,2482,29,herb & pepper>mineral water>soup>honey>fresh bread
C4645,236,0.11,979,46,herb & pepper>yogurt cake
C4646,246,0.16,1857,34,whole wheat rice
C4647,226,0.22,1196,58,escalope
C4648,73,0.24,939,37,burgers>frozen vegetables>milk>vegetables mix>cereals>chocolate>french fries>escalope>brownies
C4649,124,0.22,2355,30,tomatoes>spaghetti>mineral water>chocolate>olive oil>almonds>cake>tomato juice>fresh bread
C4650,71,0.19,827,44,turkey>eggs
C4651,174,0.11,1620,48,butter>barbecue sauce
C4652,81,0.06,2407,20,mineral water>whole wheat rice
C4653,203,0.18,2182,50,meatballs>whole wheat rice
C4654,135,0.04,1175,55,mineral water
C4655,111,0.2,1381,40,tomato sauce>mineral water>soup>cereals>french fries
C4656,98,0.18,2269,51,soup>chicken>cooking oil>french fries
C4657,162,0.01,2116,23,grated cheese>herb & pepper>spaghetti>mineral water>milk>cooking oil>frozen smoothie
C4658,109,0.15,1676,60,red wine
C4659,75,0.11,634,41,red wine>pepper>muffins>champagne>green tea
C4660,91,0.16,1034,30,ground beef>pepper>avocado>bacon>whole wheat rice>bug spray>eggplant>chocolate>frozen smoothie>escalope>sparkling water
C4661,106,0.18,2047,50,chocolate>cider>muffins>eggs>french fries>cottage cheese>pancakes>gluten free bar
C4662,95,0.17,982,22,butter>chicken>green tea>cookies
C4663,81,0.05,1403,37,mineral water>cereals
C4664,64,0.21,2059,23,cookies>energy drink
C4665,205,0.17,2390,25,mineral water>eggs>cookies>strawberries
C4666,97,0.01,1850,22,oil
C4667,196,0.19,1182,31,burgers>ham>whole wheat pasta>pepper>spaghetti>black tea>french wine>chicken>bacon>vegetables mix>pancakes>eggs>barbecue sauce>eggplant>green tea
C4668,171,0.04,1273,33,turkey>bacon>cooking oil>barbecue sauce>ketchup>melons
C4669,107,0.11,836,23,almonds>eggs
C4670,223,0.02,746,24,burgers>ham>mineral water>soup>avocado>milk>whole wheat rice>shampoo>babies food
C4671,248,0.12,2192,26,chocolate>tomatoes>mineral water>avocado>cooking oil>french fries>cookies>pasta>low fat yogurt
C4672,223,0.1,1720,21,meatballs>milk
C4673,153,0,2079,23,burgers>whole wheat pasta>almonds>chicken
C4674,198,0.1,737,32,chocolate>milk
C4675,90,0.11,2291,55,grated cheese>spaghetti
C4676,202,0.13,2466,39,cereals
C4677,158,0.04,849,57,red wine>whole wheat pasta>spaghetti>butter>french wine>fromage blanc>green beans>french fries>brownies>energy drink>low fat yogurt
C4678,109,0.05,2499,20,frozen vegetables>mineral water>low fat yogurt
C4679,101,0.03,1133,26,mineral water>milk>energy bar>eggs>chocolate>frozen smoothie
C4680,199,0.15,909,42,hand protein bar>low fat yogurt>honey
C4681,181,0.18,1478,38,eggs>cake>gums
C4682,164,0.23,2231,48,frozen vegetables>mineral water
C4683,141,0,1393,35,avocado>black tea>whole wheat rice>cake>french fries>cottage cheese>tomato juice>green tea
C4684,145,0.18,1574,55,low fat yogurt
C4685,169,0.04,1230,40,chocolate
C4686,154,0.15,633,25,spaghetti>mineral water>strong cheese
C4687,88,0.24,863,58,frozen smoothie
C4688,87,0.06,2093,36,pancakes>energy drink>light mayo>fresh bread>zucchini
C4689,65,0.21,1584,36,cooking oil>champagne
C4690,207,0.02,1806,22,magazines
C4691,57,0.17,1897,48,bug spray>hot dogs
C4692,127,0.12,804,35,low fat yogurt
C4693,211,0.09,2082,25,ground beef
C4694,104,0.17,1365,38,tomatoes>champagne>strawberries>yogurt cake>green tea
C4695,191,0.09,1330,46,burgers>cider>pancakes>french fries>green tea
C4696,165,0.15,1876,38,spaghetti>mineral water>hot dogs
C4697,102,0.12,2307,30,frozen vegetables>tomatoes>ground beef>pepper>spaghetti>mineral water>olive oil>champagne>frozen smoothie>mushroom cream sauce>hot dogs>protein bar>green tea
C4698,159,0,1338,52,low fat yogurt
C4699,57,0.04,1354,25,turkey>fromage blanc>french fries
C4700,165,0.24,1993,35,frozen smoothie
C4701,77,0.23,1057,47,fresh tuna>mineral water>french wine>cooking oil>green tea>frozen smoothie
C4702,130,0.04,965,57,turkey>herb & pepper>mineral water
C4703,166,0.01,1763,43,strawberries>energy drink
C4704,93,0.15,804,39,shrimp>eggs>french fries>strawberries>green tea
C4705,166,0.05,1963,32,cookies
C4706,129,0,988,45,cookies
C4707,127,0.06,1734,41,cookies
C4708,83,0.05,1462,43,butter>french fries>protein bar
C4709,235,0.12,2058,46,shrimp>tomatoes>spaghetti>mineral water>soup>nonfat milk>pancakes>oatmeal>white wine
C4710,242,0.21,1638,56,mineral water>escalope>shallot>tomato juice
C4711,158,0.18,675,45,shrimp
C4712,98,0.25,2457,51,cookies
C4713,109,0.24,1363,55,avocado
C4714,105,0.02,1824,30,fresh tuna>mineral water>avocado>eggs>champagne>brownies
C4715,211,0.08,2009,26,ham>eggs>champagne
C4716,163,0.02,1571,36,tomatoes>eggs
C4717,219,0.04,1390,25,butter>pancakes>eggs>frozen smoothie>low fat yogurt
C4718,157,0.25,2313,49,cookies
C4719,233,0.01,2014,48,spaghetti>mineral water>meatballs>cooking oil
C4720,177,0.14,1505,50,mineral water>meatballs>chicken>green tea
C4721,142,0.22,1729,41,burgers>tomatoes>ground beef>mineral water>cider>eggs>cooking oil>chocolate
C4722,247,0.18,2280,52,cookies
C4723,204,0.02,819,59,milk>eggs
C4724,51,0.24,1338,36,escalope
C4725,220,0.06,1449,20,cookies>green tea
C4726,163,0.07,2104,25,grated cheese>frozen vegetables>tomatoes>spaghetti>olive oil>pancakes>gluten free bar>green tea
C4727,107,0.1,2154,35,cookies
C4728,240,0.05,734,20,tomatoes>french fries
C4729,205,0.17,1734,32,ham>grated cheese>black tea>oil>cooking oil>melons
C4730,206,0.14,882,39,grated cheese>tomatoes>salmon>whole wheat rice
C4731,196,0.13,1268,29,spaghetti>mineral water>bacon>spinach>cake>cooking oil>extra dark chocolate
C4732,110,0.22,1871,31,mineral water>pancakes
C4733,179,0.1,1855,49,burgers>chocolate
C4734,180,0.09,519,50,champagne
C4735,167,0.2,683,20,chocolate>low fat yogurt
C4736,120,0.02,1176,57,herb & pepper>tomatoes>mineral water>chocolate>soup>milk>flax seed>honey>protein bar
C4737,149,0.07,1919,31,frozen vegetables>chocolate>champagne>low fat yogurt
C4738,129,0.08,2224,38,eggs>whole wheat rice>french fries>champagne>escalope
C4739,231,0.19,1406,22,cookies
C4740,225,0.24,1849,40,burgers>spaghetti>milk>eggs>french fries>cookies
C4741,155,0.24,2278,28,almonds>pancakes>eggs>chocolate>french fries>mint
C4742,72,0.14,2466,38,grated cheese>spaghetti>mineral water>chicken>nonfat milk>eggs>cake
C4743,222,0.06,1426,46,french fries
C4744,195,0.01,1173,58,eggs
C4745,212,0.09,1535,45,french fries>escalope
C4746,151,0.17,1372,58,pancakes
C4747,201,0.12,898,56,fresh tuna>turkey>salmon>cake
C4748,210,0.23,662,25,spaghetti>mineral water>cooking oil>oatmeal>hot dogs>green tea
C4749,177,0.09,818,20,cookies
C4750,104,0.07,2325,25,cookies
C4751,211,0.15,1840,39,cookies
C4752,94,0.14,870,40,frozen vegetables>tomatoes>ground beef>spaghetti>mineral water>soup>milk>tea>chocolate>hot dogs>cauliflower>low fat yogurt
C4753,250,0.1,2493,28,frozen vegetables>mineral water>energy bar>french fries>hot dogs>energy drink>low fat yogurt
C4754,166,0.23,979,28,cookies>brownies
C4755,108,0.04,758,50,cookies>energy drink
C4756,129,0.24,1856,43,chocolate>french fries
C4757,237,0.19,1835,58,turkey>red wine>parmesan cheese>spaghetti>mineral water>meatballs>olive oil>bacon>honey>blueberries>chocolate bread>hot dogs>brownies>pancakes
C4758,159,0.16,1291,20,green tea
C4759,63,0.24,530,31,frozen vegetables>spaghetti>chicken>extra dark chocolate>cottage cheese
C4760,69,0.2,1439,26,shrimp>soup>milk>low fat yogurt
C4761,180,0.1,1677,56,mineral water>soup>oil>cooking oil>honey
C4762,184,0.14,2399,42,herb & pepper>ground beef>french fries>frozen smoothie>protein bar>low fat yogurt
C4763,237,0.24,849,41,frozen smoothie>mint
C4764,94,0.05,926,55,turkey>burgers>frozen vegetables>ground beef>mineral water>cake
C4765,168,0.22,1782,37,herb & pepper>shrimp>ground beef>mineral water>chocolate>low fat yogurt
C4766,161,0.02,2086,40,herb & pepper>mineral water>cake>light cream>carrots
C4767,50,0,2222,23,cookies
C4768,127,0.12,1983,27,cookies
C4769,74,0.22,1988,21,eggs
C4770,121,0.19,650,46,spaghetti>chicken
C4771,59,0.06,1002,38,burgers>mineral water>cider>bacon>eggs>cake>carrots>chocolate>green tea
C4772,185,0.15,899,60,eggs
C4773,137,0.06,2449,53,milk>green grapes>eggs>cake>french fries>frozen smoothie>fresh bread
C4774,89,0.17,2439,42,grated cheese>mineral water>cake>chicken>low fat yogurt
C4775,141,0.06,2187,43,frozen vegetables>ground beef>mineral water>milk>olive oil>eggs>cooking oil>chicken>pet food>chocolate
C4776,180,0.01,1132,53,eggs>cooking oil>chocolate>mashed potato>mushroom cream sauce>cottage cheese>brownies>pancakes
C4777,154,0.13,1006,23,red wine>mineral water>champagne>mushroom cream sauce
C4778,172,0.16,500,52,tomatoes>cake
C4779,57,0.09,2036,26,mineral water>chocolate>escalope>low fat yogurt
C4780,168,0.13,526,53,cake
C4781,111,0.09,912,25,mineral water>chicken>cereals
C4782,170,0.05,1461,27,burgers>ground beef>mineral water>olive oil>eggs>barbecue sauce
C4783,202,0.1,642,45,cookies
C4784,115,0.06,646,35,herb & pepper>eggs
C4785,158,0.23,1649,30,cookies
C4786,224,0.14,1757,43,turkey>herb & pepper>spaghetti>chicken>pancakes>extra dark chocolate>hot dogs>green tea
C4787,199,0.11,741,38,cake>green tea>strawberries
C4788,150,0.18,1664,57,burgers>grated cheese>french wine>eggs>carrots>salt
C4789,52,0,1951,45,frozen vegetables>chocolate
C4790,181,0.18,1665,52,mineral water
C4791,149,0.14,1823,32,burgers>grated cheese>champagne
C4792,132,0.05,2338,40,ground beef>spaghetti>chicken>pancakes
C4793,132,0.21,2100,35,vegetables mix
C4794,229,0.05,2346,34,spaghetti>chocolate>cookies>strawberries>low fat yogurt
C4795,111,0.12,1259,41,chocolate>red wine>tomato sauce>avocado>energy bar>oil>french fries>salt
C4796,169,0.19,564,50,chocolate>cookies
C4797,64,0.08,1572,58,mineral water>milk
C4798,111,0.11,665,51,spaghetti>yams>whole wheat rice>cake>low fat yogurt
C4799,132,0.18,1068,56,escalope
C4800,165,0.15,1547,53,spaghetti>mineral water
C4801,249,0.23,1736,47,frozen smoothie>brownies
C4802,117,0.08,674,24,champagne
C4803,114,0.13,2070,28,tomatoes>cake>cooking oil
C4804,123,0.23,2106,58,burgers>chocolate>spaghetti>mineral water>olive oil>pancakes>eggs>mayonnaise
C4805,88,0,917,52,ground beef>mineral water>french wine>chocolate bread>chocolate>frozen smoothie
C4806,247,0.19,2125,35,soda>cereals>salt
C4807,214,0.1,1298,30,frozen vegetables>milk>butter>chocolate>french fries
C4808,81,0.12,616,51,ground beef>eggs
C4809,159,0.12,1942,21,cookies
C4810,249,0.05,1516,38,herb & pepper>tomatoes>ground beef>mineral water>black tea>escalope>protein bar
C4811,218,0.01,724,42,red wine>ground beef>mineral water>milk>whole wheat rice>cake>escalope>yogurt cake>zucchini
C4812,147,0.15,544,40,spaghetti>muffins>whole wheat rice>french fries>mayonnaise>low fat yogurt
C4813,214,0.17,1318,32,shallot
C4814,149,0.09,907,49,tomatoes>ground beef>salmon>eggs>gums>french fries>champagne>low fat yogurt
C4815,84,0.02,1637,26,low fat yogurt
C4816,210,0,1335,21,turkey>frozen vegetables>ground beef>spaghetti>chocolate>olive oil>french wine>ketchup>frozen smoothie>light mayo>fresh bread
C4817,80,0.12,958,58,eggs>cooking oil>chocolate>escalope
C4818,85,0.15,1052,42,burgers>french fries
