CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C4200,206,0.13,2017,53,M,1,I3,NO,dessert wine>ground beef>spaghetti>mineral water>salmon>cooking oil
C4201,60,0.12,1141,30,M,1,I4,YES,turkey>mineral water>eggs>bug spray
C4202,50,0.17,679,40,F,4,I3,YES,avocado
C4203,84,0.02,2005,36,M,4,I2,NO,ground beef>spaghetti>mineral water>nonfat milk>honey>pet food>eggplant>white wine
C4204,148,0.02,846,20,F,4,I3,NO,cookies
C4205,176,0.15,1297,35,F,1,I4,NO,mineral water>cake
C4206,177,0.2,1188,35,M,1,I3,NO,eggs>white wine
C4207,139,0.01,2057,36,M,2,I3,YES,cookies
C4208,228,0.16,2188,56,F,2,I3,NO,burgers>milk>eggs
C4209,91,0.15,1202,43,F,3,I2,YES,cookies
C4210,56,0.1,783,26,F,0,I2,YES,pasta
C4211,223,0.04,1726,53,M,1,I4,NO,milk
C4212,91,0.14,1719,58,F,4,I2,YES,chili>green beans>pancakes
C4213,218,0.12,1446,58,F,1,I4,NO,mineral water>milk>chicken>eggs>blueberries>pancakes
C4214,98,0.24,2003,21,M,0,I4,YES,burgers>carrots>french fries>green tea
C4215,97,0.05,1094,30,F,3,I1,NO,eggs>cake>chicken
C4216,104,0.05,1964,26,M,1,I1,YES,grated cheese>tomatoes>yams>avocado>salmon>rice>cooking oil>gluten free bar>protein bar>hand protein bar
C4217,239,0.19,1986,30,F,2,I3,NO,soup>french fries>body spray
C4218,201,0.2,1365,37,M,2,I3,YES,eggs>green tea
C4219,237,0.07,1568,52,M,2,I3,YES,turkey>mineral water>chocolate>avocado
C4220,148,0.17,1533,21,M,4,I1,NO,chocolate
C4221,147,0.19,995,39,F,2,I3,YES,french fries
C4222,97,0.18,1225,47,F,4,I3,NO,ham>vegetables mix>frozen smoothie
C4223,56,0.25,1422,30,M,3,I2,YES,turkey>frozen vegetables>milk>eggs
C4224,185,0.05,1303,46,M,4,I3,NO,green tea
C4225,220,0.01,512,24,F,3,I4,YES,eggs>mushroom cream sauce
C4226,154,0,2109,55,M,1,I1,YES,vegetables mix
C4227,116,0.14,683,23,F,1,I3,NO,olive oil>salmon>vegetables mix
C4228,103,0.18,1771,56,M,4,I3,YES,eggs>whole wheat rice
C4229,182,0.17,2417,56,M,2,I2,NO,french fries>escalope>pasta>mushroom cream sauce
C4230,133,0.03,2047,26,M,0,I4,NO,cider>honey>low fat yogurt
C4231,91,0.23,1236,40,M,4,I1,YES,mineral water>soup>avocado>champagne>gluten free bar>magazines>mayonnaise>low fat yogurt
C4232,147,0.14,1204,42,M,4,I2,YES,ground beef>black tea
C4233,171,0.19,1781,45,M,1,I4,NO,turkey>chocolate>whole wheat rice
C4234,127,0.04,2060,29,F,2,I1,NO,escalope>pasta
C4235,250,0.14,2093,36,F,3,I2,NO,french fries
C4236,247,0.13,603,46,M,0,I1,NO,spaghetti>mineral water>avocado>almonds>french wine>oil>green tea>french fries>frozen smoothie>melons
C4237,131,0.15,1755,28,M,4,I2,NO,soup>milk
C4238,250,0.01,1070,60,F,4,I4,NO,tomatoes>french fries
C4239,204,0.16,2404,21,F,0,I2,NO,mint green tea>candy bars
C4240,214,0.25,795,51,M,1,I3,NO,turkey
C4241,147,0.17,1539,32,F,0,I1,YES,herb & pepper>milk>chicken>vegetables mix>cereals>low fat yogurt
C4242,148,0.18,1322,38,F,2,I2,NO,soup>butter>chocolate
C4243,207,0.2,1654,40,F,1,I3,YES,red wine>mineral water>soup>avocado>eggs>oil>corn>chocolate bread>french fries>body spray>fresh bread>green tea
C4244,130,0.19,1831,38,M,0,I1,YES,shrimp>ground beef>pepper>mineral water>whole wheat rice
C4245,187,0.22,857,21,M,4,I2,NO,eggs>french fries>strawberries
C4246,148,0.07,1977,25,M,2,I3,YES,escalope
C4247,250,0.21,2334,53,M,2,I2,NO,grated cheese>frozen vegetables
C4248,240,0.08,1954,50,F,2,I4,NO,chicken>muffins>cake>yogurt cake
C4249,53,0.07,895,45,F,3,I1,NO,frozen vegetables>tomatoes>mineral water>cake
C4250,128,0.04,2278,50,F,4,I4,NO,energy bar
C4251,143,0.07,1306,38,F,0,I4,YES,grated cheese>ground beef>whole wheat rice>cake
C4252,144,0.05,550,37,M,2,I2,NO,burgers>grated cheese>mineral water>cake
C4253,172,0.17,1879,28,F,0,I3,NO,milk>cookies>white wine
C4254,184,0.14,1169,46,M,3,I2,NO,ham>pickles>spaghetti>eggs>whole wheat rice>french fries>champagne
C4255,238,0.16,726,21,M,3,I3,YES,frozen vegetables>whole wheat rice>energy drink
C4256,177,0.05,1365,54,F,4,I3,NO,red wine>spaghetti>mineral water>cream>oil>chicken>extra dark chocolate>cookies
C4257,233,0.17,909,55,F,4,I2,YES,ground beef>spaghetti>milk>eggs>chocolate>pancakes>fresh bread
C4258,73,0.12,597,24,M,0,I3,YES,chocolate>mineral water>olive oil>eggs>honey>frozen smoothie>sparkling water>candy bars
C4259,86,0.11,1521,20,M,3,I1,NO,avocado>whole wheat rice
C4260,141,0.22,1548,55,M,2,I1,NO,green tea
C4261,244,0.01,2450,53,F,4,I4,YES,tomatoes>flax seed>chicken>green tea>chocolate>cottage cheese
C4262,69,0.15,773,43,M,3,I1,YES,burgers>spaghetti>bug spray>babies food>low fat yogurt
C4263,236,0.12,2144,28,M,3,I1,YES,burgers>spaghetti>mineral water>milk>french fries
C4264,218,0.01,1638,45,M,2,I4,YES,shrimp>champagne
C4265,167,0.06,745,42,M,4,I4,YES,chocolate
C4266,147,0.1,1063,55,F,2,I2,YES,cake
C4267,158,0.13,1970,47,F,0,I2,YES,burgers>eggs>low fat yogurt>green tea
C4268,84,0.25,1553,23,F,3,I3,YES,burgers>black tea>escalope
C4269,128,0.17,819,41,M,2,I2,YES,mineral water>eggs
C4270,250,0.03,1432,31,M,1,I4,NO,dessert wine>mineral water>milk>flax seed>strong cheese>honey
C4271,126,0.19,1742,30,M,1,I2,YES,chocolate
C4272,197,0.05,2037,21,F,4,I1,NO,herb & pepper
C4273,241,0.17,749,29,M,1,I3,NO,antioxydant juice>escalope
C4274,87,0.1,2076,30,M,2,I3,NO,ham>shrimp>tomatoes>ground beef>chocolate
C4275,81,0.19,2017,38,M,0,I2,NO,escalope>honey
C4276,140,0.07,888,36,F,0,I3,NO,mineral water>fromage blanc>cider>eggs
C4277,236,0.24,989,46,M,3,I3,NO,vegetables mix>honey>frozen smoothie
C4278,140,0.21,717,42,F,4,I1,NO,avocado>milk>cereals>fresh bread
C4279,108,0,1246,44,F,4,I2,YES,parmesan cheese>spaghetti>french fries>cookies
C4280,112,0.05,660,47,F,1,I1,YES,eggs>chicken>green tea>french fries
C4281,54,0.21,1357,57,F,4,I3,YES,burgers>ham>tomatoes>spaghetti>hot dogs>fresh bread
C4282,107,0.02,967,21,F,4,I1,YES,burgers>energy bar>eggs
C4283,199,0.14,1146,50,M,4,I2,NO,chocolate>fresh bread
C4284,141,0.04,2282,27,F,3,I2,NO,chocolate>frozen smoothie>cottage cheese
C4285,179,0.21,1445,47,M,2,I3,YES,mineral water>chocolate>mashed potato>brownies
C4286,89,0.07,1352,28,F,0,I2,YES,eggs
C4287,144,0.2,1116,49,F,0,I4,YES,eggs>french fries
C4288,166,0.12,2077,26,M,4,I2,NO,shrimp>whole wheat pasta>milk>chocolate>french fries>frozen smoothie>pancakes>energy drink>green tea
C4289,105,0.19,1540,59,M,1,I1,YES,eggs>cake>green tea
C4290,82,0.24,1334,54,M,0,I4,NO,grated cheese>pepper>pancakes>cake>french fries>green tea
C4291,181,0.09,1512,40,M,1,I2,YES,mineral water>salmon
C4292,111,0.17,681,42,M,4,I2,YES,escalope
C4293,76,0.14,2001,58,M,0,I1,YES,chocolate
C4294,229,0.14,1834,52,M,4,I1,YES,energy drink>mayonnaise
C4295,193,0.23,1350,48,F,4,I2,NO,whole wheat pasta>milk>olive oil
C4296,129,0.11,1960,35,M,4,I3,YES,avocado>french fries
C4297,50,0.24,1768,31,F,4,I3,YES,fresh tuna>pepper>tomato sauce>sandwich
C4298,153,0.17,2267,33,M,2,I2,YES,grated cheese>frozen vegetables>french wine>cooking oil>french fries>escalope>fresh bread
C4299,100,0.13,1418,37,M,2,I2,YES,cereals>champagne
C4300,244,0.01,1912,50,F,1,I4,NO,mineral water>whole wheat rice>cooking oil>french fries>escalope
C4301,140,0.25,2492,55,M,0,I4,YES,cooking oil>frozen smoothie>mushroom cream sauce
C4302,124,0.01,1641,24,M,1,I4,YES,mineral water
C4303,110,0.08,2444,44,M,1,I3,NO,mineral water>avocado>green tea>chocolate
C4304,90,0.04,1191,48,F,3,I2,YES,spaghetti>eggs
C4305,232,0.01,1972,40,M,4,I3,YES,pancakes
C4306,217,0.07,1727,53,F,3,I4,YES,cookies
C4307,143,0.01,1587,48,F,1,I3,YES,burgers>champagne>fresh bread
C4308,241,0.04,1704,41,M,3,I3,YES,fresh tuna>ground beef>olive oil>ketchup
C4309,144,0.15,1704,59,F,1,I3,YES,mineral water
C4310,245,0,1365,28,M,1,I1,NO,spaghetti>meatballs>vegetables mix>muffins>cake
C4311,126,0.24,1012,45,F,0,I4,NO,burgers>salmon>eggs>french fries>mushroom cream sauce
C4312,164,0.11,1467,57,F,4,I3,NO,escalope
C4313,52,0.06,1767,31,F,1,I4,NO,champagne>fresh bread
C4314,89,0.11,703,60,M,4,I4,YES,whole wheat rice
C4315,81,0.21,992,43,F,4,I3,NO,olive oil>cooking oil>cottage cheese
C4316,102,0.12,1558,28,F,1,I2,NO,frozen vegetables>olive oil>oatmeal
C4317,241,0.09,1841,51,M,1,I3,NO,shrimp>tomatoes
C4318,151,0.24,1340,23,M,4,I3,NO,tomatoes>french fries>sandwich
C4319,161,0.01,2437,60,F,0,I1,YES,brownies>energy drink
C4320,228,0.1,799,36,F,4,I3,YES,frozen vegetables>spaghetti>mineral water>whole wheat rice>cooking oil>chocolate bread>whole weat flour>brownies
C4321,191,0.15,1706,52,F,4,I1,NO,turkey>shrimp>tomatoes>meatballs>energy bar>vegetables mix>whole wheat rice>carrots>green tea
C4322,144,0.13,2354,42,M,4,I4,NO,burgers>eggs>chicken>chocolate>french fries>frozen smoothie>champagne>babies food
C4323,245,0.14,955,54,M,2,I4,YES,turkey>burgers>soup>fromage blanc>french fries>cookies
C4324,194,0.12,842,53,F,3,I4,YES,soup>green tea>escalope
C4325,69,0.02,1999,25,F,3,I3,YES,ham>shrimp>milk>whole wheat rice>cereals>chocolate>pancakes>fresh bread
C4326,202,0.11,1975,58,F,0,I4,YES,spaghetti>mineral water>spinach>honey>cake>french fries>frozen smoothie>energy drink
C4327,177,0.11,1762,47,M,3,I1,YES,mineral water
C4328,217,0.14,1571,20,M,3,I4,NO,pancakes
C4329,85,0.16,1363,24,F,1,I1,YES,tomatoes>olive oil
C4330,159,0.14,1331,31,F,1,I3,YES,spaghetti>mineral water>barbecue sauce>yogurt cake>salad
C4331,210,0.23,1978,51,M,4,I2,YES,burgers>spaghetti>avocado>milk>flax seed>french wine>cider>chocolate>frozen smoothie>green tea
C4332,123,0.14,1026,26,F,0,I3,YES,hot dogs
C4333,79,0.14,2354,21,F,4,I3,YES,cooking oil>light mayo
C4334,214,0.19,765,42,F,0,I2,NO,mineral water>eggs>bug spray
C4335,132,0.18,1284,50,M,2,I1,NO,turkey>burgers>spaghetti>honey>carrots>brownies>green tea
C4336,129,0.15,1120,28,M,0,I3,NO,mineral water
C4337,221,0.08,1285,45,F,0,I2,YES,mineral water>black tea>almonds
C4338,66,0.21,2093,41,F,3,I3,YES,whole wheat rice>french fries>cookies>fresh bread>green tea
C4339,142,0.1,1026,55,M,3,I3,NO,oil>french fries>champagne>cookies>hot dogs>light mayo>tomato juice>green tea
C4340,225,0.08,1406,32,M,3,I3,NO,shallot
C4341,53,0.07,1547,31,M,4,I4,NO,eggs>ham
C4342,172,0.23,2350,32,M,3,I3,YES,chocolate
C4343,91,0.17,2444,20,M,3,I4,NO,shrimp>ground beef>cooking oil>cereals>green tea
C4344,106,0.25,680,48,F,2,I2,NO,mineral water>avocado>meatballs>milk>cake>cooking oil>chocolate>french fries
C4345,199,0.11,1000,29,M,0,I1,YES,turkey>herb & pepper>ground beef>mineral water>chocolate>milk>eggs>blueberries>honey
C4346,120,0.17,941,56,M,3,I3,YES,french fries
C4347,97,0.11,616,30,M,3,I2,NO,ham>spaghetti
C4348,140,0.14,1335,26,M,1,I1,NO,burgers>energy bar>almonds>eggs>french fries>green tea
C4349,243,0.21,1713,53,F,1,I4,YES,burgers>ham>avocado>eggs>mint green tea>french fries>cookies
C4350,78,0.03,868,44,F,3,I2,YES,pancakes
C4351,244,0.13,1997,34,F,0,I1,YES,cookies
C4352,151,0.03,778,43,F,4,I2,YES,escalope>low fat yogurt
C4353,111,0.08,1729,48,M,3,I3,NO,dessert wine>ground beef>spaghetti>fromage blanc>cake>chicken>protein bar
C4354,153,0.13,698,30,M,0,I3,NO,cake>cottage cheese
C4355,138,0.23,2028,58,M,2,I1,YES,herb & pepper>red wine>spaghetti>eggs>chicken>champagne>tomato juice>low fat yogurt
C4356,116,0.19,1905,41,F,3,I2,YES,cookies>low fat yogurt
C4357,87,0.13,2237,42,M,2,I1,NO,low fat yogurt
C4358,80,0.01,635,51,M,1,I3,NO,burgers>eggs
C4359,199,0.02,1009,40,M,3,I3,YES,shrimp>tomatoes>ground beef>butter>green tea>toothpaste
C4360,78,0.14,1652,36,F,4,I1,YES,cookies
C4361,147,0.17,2483,39,M,2,I3,NO,eggs>whole wheat rice
C4362,220,0.08,1960,46,F,4,I1,YES,cookies
C4363,103,0.01,1081,28,F,1,I1,YES,turkey>mineral water>eggs>low fat yogurt
C4364,211,0.12,1515,38,F,0,I1,YES,turkey>burgers>ham>frozen vegetables>whole wheat rice>chocolate
C4365,126,0.22,1385,34,M,2,I3,YES,french fries>escalope
C4366,174,0.22,1984,41,F,2,I1,YES,ham>chocolate>ground beef>pepper>mineral water>french fries
C4367,72,0.05,1670,30,F,4,I3,NO,champagne
C4368,137,0.24,2365,37,M,2,I1,NO,burgers>spaghetti
C4369,73,0.09,1747,51,M,0,I2,NO,whole wheat rice>rice>oil>cooking oil>french fries>low fat yogurt
C4370,61,0.05,2420,40,F,2,I2,NO,french wine>rice>french fries>brownies
C4371,250,0.25,1693,52,M,1,I2,YES,avocado>milk
C4372,60,0.01,2059,36,M,2,I3,NO,green tea
C4373,130,0.22,1848,55,F,4,I4,NO,spaghetti>flax seed>french fries
C4374,97,0.17,2469,32,F,2,I1,NO,turkey>burgers>mineral water>meatballs>milk>almonds>french wine>eggs>cake>carrots>low fat yogurt
C4375,155,0.22,995,46,M,3,I3,YES,grated cheese>mineral water>rice>frozen smoothie
C4376,94,0.05,2262,54,M,1,I1,NO,milk>eggs
C4377,145,0.18,1659,45,F,0,I4,NO,herb & pepper>shrimp>ground beef>milk>olive oil>whole wheat rice>fresh bread>low fat yogurt
C4378,102,0.07,1240,37,F,4,I4,YES,fresh tuna>almonds
C4379,199,0.1,807,54,F,3,I4,YES,turkey>frozen vegetables>spaghetti>eggs>chocolate>french fries>frozen smoothie>hot dogs>brownies
C4380,243,0.19,927,38,M,0,I1,YES,red wine>spaghetti>carrots
C4381,83,0.25,1970,59,M,1,I3,NO,champagne
C4382,178,0,2118,56,F,2,I1,YES,yams>cake
C4383,87,0.2,613,20,F,2,I2,NO,energy drink
C4384,173,0.23,2055,23,M,0,I1,YES,cereals>champagne>salad
C4385,100,0.23,503,57,M,1,I4,NO,pickles>turkey>parmesan cheese>pepper>spaghetti>mineral water>meatballs>milk>olive oil>french wine>salmon>frozen smoothie>fresh bread
C4386,205,0.11,2414,60,F,2,I2,NO,grated cheese>herb & pepper>tomatoes>ground beef>mineral water>rice>low fat yogurt
C4387,95,0.06,1476,36,M,1,I3,NO,grated cheese>frozen vegetables>milk>salmon>eggs>cooking oil>corn
C4388,121,0.22,2119,34,F,1,I4,NO,ground beef>tomato sauce>spaghetti
C4389,103,0.2,1126,34,M,2,I4,YES,frozen vegetables>eggs>champagne
C4390,213,0.19,819,39,M,3,I4,NO,grated cheese>mineral water>eggs>protein bar>tomato juice>fresh bread
C4391,57,0.19,692,45,F,0,I3,NO,escalope
C4392,247,0.04,873,34,F,4,I1,NO,mineral water>honey
C4393,162,0.05,2169,58,M,2,I1,YES,meatballs
C4394,143,0.21,1206,27,F,1,I1,YES,burgers>ham>eggs>whole wheat rice>ham>french fries>cookies>green tea
C4395,111,0.05,2259,42,F,0,I4,YES,mineral water>chocolate>chicken
C4396,158,0.11,1769,54,M,0,I2,NO,mineral water>chocolate>french fries>strawberries
C4397,132,0.11,2336,59,M,0,I1,NO,champagne
C4398,162,0.19,1415,41,F,1,I2,YES,brownies
C4399,132,0.1,2384,52,F,2,I1,NO,red wine>olive oil>chicken>eggs>rice>eggplant>sparkling water
C4400,178,0.14,1911,33,M,4,I2,YES,champagne
C4401,199,0.14,801,56,M,0,I4,NO,cookies
C4402,198,0.06,1549,50,F,1,I2,YES,turkey>chocolate>red wine>spaghetti>avocado>butter>oil>green beans>body spray
C4403,105,0.18,1153,60,F,1,I1,NO,ground beef>clothes accessories>chocolate
C4404,157,0.19,1178,21,M,2,I1,YES,muffins>sandwich
C4405,140,0.21,2410,27,M,3,I1,YES,fromage blanc>french fries>escalope>pasta>mushroom cream sauce>fresh bread
C4406,225,0.23,1451,34,M,4,I1,NO,frozen vegetables>melons
C4407,143,0.11,1917,37,M,3,I3,YES,fresh tuna>shrimp>frozen vegetables>tomatoes>fromage blanc>honey>green tea
C4408,218,0.13,922,59,M,1,I4,YES,burgers>red wine>tomatoes>ground beef>mineral water>pancakes
C4409,232,0.25,1777,40,F,2,I2,YES,spaghetti
C4410,96,0.03,2357,24,F,3,I2,YES,green tea
C4411,111,0.21,2335,27,F,2,I4,NO,tomatoes>spaghetti>meatballs>french wine>eggs>melons>fresh bread
C4412,223,0.12,2348,20,F,2,I2,YES,mineral water>chocolate>french fries>pancakes
C4413,74,0.21,2403,32,M,1,I2,NO,french fries>brownies
C4414,165,0.09,638,22,F,2,I4,YES,mineral water
C4415,239,0.18,742,25,M,3,I4,YES,energy bar>candy bars
C4416,138,0.22,1055,26,M,0,I3,YES,tomato juice>candy bars
C4417,52,0.15,823,40,F,2,I2,YES,grated cheese>spaghetti>mineral water>eggs>gums>frozen smoothie>body spray>energy drink
C4418,201,0.24,2015,41,M,4,I1,NO,hot dogs
C4419,169,0.17,2011,30,F,3,I3,NO,tomatoes>cookies>green tea
C4420,84,0.05,588,43,M,3,I4,NO,avocado>cider>eggs>whole wheat rice>french fries>cookies>low fat yogurt
C4421,83,0.25,1704,32,M,0,I1,YES,champagne
C4422,53,0.14,2471,42,M,3,I2,NO,mint green tea>cookies
C4423,107,0.06,2494,52,M,0,I1,YES,cake>chocolate>yogurt cake
C4424,101,0.1,743,30,M,0,I1,YES,cookies
C4425,78,0.24,2388,31,F,4,I4,NO,burgers>ham>chocolate
C4426,181,0.05,2372,43,F,4,I3,YES,eggs>carrots
C4427,241,0.08,2414,52,M,1,I2,NO,clothes accessories>cookies
C4428,240,0.23,1325,42,F,0,I2,YES,chocolate>ground beef>mineral water>eggs>rice>low fat yogurt
C4429,68,0.01,1536,53,M,3,I4,NO,french fries
C4430,150,0.02,784,26,F,0,I3,YES,mint green tea>cottage cheese
C4431,78,0.12,1488,55,F,2,I2,NO,mineral water>chicken>chocolate>escalope
C4432,66,0.2,2423,20,F,1,I2,NO,dessert wine>frozen vegetables>spaghetti
C4433,98,0.11,2072,36,F,0,I4,YES,burgers>mineral water
C4434,182,0.02,601,35,F,0,I1,YES,pickles>herb & pepper>tomatoes>ground beef>chocolate>green tea
C4435,118,0.14,1400,49,M,1,I2,YES,cookies>honey
C4436,194,0.15,2171,51,M,0,I3,YES,fresh tuna>fromage blanc>eggs>honey>frozen smoothie>cookies>cottage cheese>brownies>pancakes>energy drink
C4437,210,0.24,823,55,F,3,I1,NO,french fries
C4438,69,0.08,545,21,F,4,I2,NO,cake>gums>green tea>chocolate>champagne
C4439,138,0.17,2435,60,M,4,I2,NO,frozen vegetables>tomatoes>parmesan cheese>gums>chocolate>french fries>strawberries
C4440,203,0.06,790,58,M,2,I3,NO,shrimp>frozen vegetables>milk>butter>cake
C4441,193,0.06,1664,48,M,2,I1,YES,tomatoes
C4442,181,0.23,564,21,F,3,I3,YES,milk
C4443,149,0.11,1680,21,M,0,I2,NO,ground beef>mineral water>french wine>strong cheese
C4444,106,0.11,2372,22,M,4,I3,YES,brownies>yogurt cake
C4445,209,0.07,753,59,M,2,I3,YES,burgers>mineral water>milk>olive oil>cake>frozen smoothie>light mayo
C4446,158,0.11,1323,51,M,1,I2,YES,french fries
C4447,76,0.07,2054,52,M,3,I3,YES,french fries>energy drink
C4448,80,0.05,2054,28,F,1,I3,YES,mineral water
C4449,109,0.03,736,33,F,4,I2,YES,burgers>frozen vegetables>ground beef>pepper>spaghetti>mineral water>honey>strawberries
C4450,61,0.19,707,57,F,4,I2,YES,burgers>ham>milk
C4451,245,0.23,2161,55,M,0,I1,YES,mineral water>cooking oil>french fries
C4452,111,0.07,759,43,F,3,I2,YES,grated cheese>shrimp>spaghetti>avocado>milk
C4453,244,0.06,1646,49,F,1,I1,NO,mineral water>pancakes>eggs>frozen smoothie
C4454,136,0.01,2470,56,F,0,I2,YES,mineral water>whole wheat rice
C4455,173,0.23,2447,55,F,2,I1,NO,eggs>cake>barbecue sauce>french fries>body spray
C4456,179,0.13,2043,36,M,3,I3,YES,mineral water>escalope
C4457,227,0.12,1594,44,M,0,I3,NO,low fat yogurt
C4458,249,0.24,1378,57,M,2,I2,YES,fresh tuna>frozen vegetables>spaghetti>mineral water>milk>chutney>eggs>light cream>cooking oil>tomato juice>green tea
C4459,124,0.12,1168,44,F,2,I1,YES,burgers>chocolate>french wine>pancakes
C4460,121,0.1,2231,43,M,2,I1,NO,escalope
C4461,107,0.23,1689,42,F,3,I3,NO,grated cheese>frozen vegetables>mineral water>pancakes
C4462,50,0.25,873,24,F,2,I2,NO,yogurt cake
C4463,169,0.19,1219,53,M,0,I1,NO,turkey>frozen vegetables>ground beef>mineral water>chicken>barbecue sauce>sparkling water
C4464,85,0.09,1400,55,F,4,I2,NO,escalope
C4465,138,0.23,1800,36,M,2,I4,YES,champagne
C4466,116,0.13,712,55,M,4,I1,NO,grated cheese>french fries>frozen smoothie>escalope>pasta
C4467,221,0.01,1682,25,F,1,I3,YES,mineral water>vegetables mix>chocolate
C4468,70,0.23,2428,26,F,4,I1,YES,pancakes
C4469,206,0.1,2198,58,F,1,I3,YES,ground beef>tomato sauce>spaghetti>chicken>salmon>oatmeal>eggplant>green tea
C4470,213,0.08,758,28,F,0,I1,YES,brownies
C4471,168,0.22,1059,46,M,2,I4,YES,shrimp>ground beef>salmon>strawberries
C4472,137,0.09,1841,35,M,2,I2,YES,grated cheese>ground beef
C4473,165,0.2,1517,45,M,2,I4,NO,salt>green tea
C4474,71,0.2,1665,28,M,1,I4,NO,eggs
C4475,58,0.23,524,54,F,2,I3,YES,eggs>french fries
C4476,160,0.17,1786,34,F,0,I1,YES,chocolate>mushroom cream sauce
C4477,189,0.17,1463,40,M,1,I2,NO,grated cheese>mineral water>green tea
C4478,78,0.13,2203,38,M,3,I3,NO,energy bar>eggs>french fries>melons
C4479,244,0.17,1212,28,F,3,I4,YES,french fries
C4480,135,0.06,882,37,M,3,I1,NO,burgers>mineral water
C4481,84,0.23,1107,57,F,1,I3,NO,turkey>ham>meatballs>pancakes>whole wheat rice>chicken>carrots
C4482,216,0.13,840,40,F,2,I2,NO,mineral water>low fat yogurt
C4483,173,0.04,1861,51,F,2,I2,NO,escalope
C4484,173,0.14,1942,21,M,1,I3,YES,pancakes
C4485,248,0.16,2324,38,F,1,I3,NO,ham>soup>olive oil>blueberries
C4486,66,0.05,595,55,M,4,I3,YES,tomatoes>french fries>cookies
C4487,115,0.22,621,59,M,4,I4,YES,mineral water
C4488,68,0.07,1712,40,F,1,I3,YES,escalope>pasta
C4489,126,0.22,2022,59,M,0,I3,NO,spaghetti>olive oil>eggs>brownies>tomato juice>low fat yogurt
C4490,197,0.15,618,47,M,2,I1,YES,french fries>strawberries
C4491,147,0.18,1739,60,M,2,I4,YES,butter
C4492,97,0.08,2230,21,F,3,I2,YES,tomatoes>olive oil>french wine>chocolate>frozen smoothie>honey
C4493,215,0.22,860,23,F,2,I4,YES,shrimp>spaghetti>mineral water>chocolate>oil>protein bar
C4494,117,0.06,1438,43,F,3,I4,NO,ham>eggs>honey>gums>light cream>ham
C4495,239,0.09,2491,37,M,3,I4,YES,chocolate>light mayo
C4496,227,0.17,1134,39,F,4,I4,YES,soda>escalope>tomato juice
C4497,77,0.06,628,42,M,2,I4,YES,spaghetti>eggs
C4498,68,0.2,1705,31,F,1,I2,YES,burgers>pancakes
C4499,142,0.2,850,25,F,3,I3,YES,yams
C4500,159,0.19,1589,54,F,0,I2,YES,milk
C4501,146,0.16,822,52,M,0,I4,NO,grated cheese>spaghetti>butter
C4502,169,0.21,824,46,F,1,I1,YES,muffins>eggs>pancakes
C4503,80,0.23,1432,25,F,2,I3,YES,herb & pepper
C4504,101,0.23,1353,21,M,2,I4,YES,escalope
C4505,177,0.13,1910,45,M,3,I3,YES,french fries
C4506,173,0,1667,40,M,3,I4,YES,eggs>honey
C4507,181,0.2,1581,46,F,0,I4,NO,tomatoes>chocolate
C4508,170,0.17,1689,23,M,1,I3,NO,frozen vegetables>milk>bug spray>escalope
C4509,62,0.11,550,24,F,2,I1,YES,candy bars
C4510,134,0.03,1879,30,M,4,I1,NO,escalope
C4511,185,0.2,1140,56,M,0,I2,YES,mineral water>frozen smoothie>strawberries>green tea
C4512,145,0.16,789,46,F,0,I1,YES,chocolate>frozen vegetables>pancakes>champagne
C4513,160,0.13,1793,34,F,1,I4,YES,cookies
C4514,118,0.06,2489,32,M,4,I1,NO,pepper>mineral water
C4515,245,0.22,847,29,F,4,I2,YES,spaghetti>avocado>honey>clothes accessories
C4516,210,0.03,1147,53,M,2,I1,YES,turkey>frozen vegetables>spaghetti>mineral water>chocolate>vegetables mix>frozen smoothie
C4517,137,0.16,1036,50,F,1,I4,NO,spaghetti>mineral water
C4518,92,0.02,1861,51,M,0,I2,YES,champagne
C4519,233,0.04,1769,39,F,1,I2,NO,spaghetti>chicken
C4520,222,0.09,1322,30,F,3,I1,NO,cookies
C4521,223,0,619,24,M,2,I4,YES,frozen vegetables>spaghetti>mineral water>bacon>whole wheat rice>eggplant>french fries>champagne>escalope>shampoo
C4522,128,0.12,1221,23,M,1,I4,NO,frozen smoothie>cottage cheese>low fat yogurt
